section#	Drug_1_type	Drug_1_mention	Drug_1_annotation_agent	Drug_1_starting_offset	Drug_1_ending_offset	Drug_2_type	Drug_2_mention	Drug_2_annotation_agent	abbreviation_translation	Drug_2_start_offset	Drug_2_end_offset	DDI_modality	DDI_statement_type	snippit_of_DDI	
104	Drug product	VAPRISOL 	consensus set annotator team	796	804	Active ingredient	simvastatin 	consensus set annotator team		859	870	Positive	Quantitative	resulted in a 3-fold increase in the AUC of simvastatin 	consensus set annotator team
104	Active ingredient	ketoconazole 	consensus set annotator team	267	279	Active ingredient	conivaptan 	consensus set annotator team		231	241	Positive	Quantitative	resulted in 4- and 11-fold increases in Cmax and AUC 	consensus set annotator team
104	Drug product	VAPRISOL 	consensus set annotator team	648	656	Active ingredient	midazolam 	consensus set annotator team		771	780	Positive	Quantitative	increased the mean AUC values by approximately 2- and 3-fold 	consensus set annotator team
104	Active ingredient	captopril 	consensus set annotator team	1802	1811	Active ingredient	conivaptan 	consensus set annotator team		1727	1737	Negative	Qualitative	The pharmacokinetics of oral conivaptan (20 - 40 mg/day) were unchanged 	consensus set annotator team
106	Active ingredient	propafenone 	consensus set annotator team	483	494	Active ingredient	metoprolol 	consensus set annotator team		518	528	Positive	Qualitative	are likely to increase 	consensus set annotator team
106	Active ingredient	fluoxetine 	consensus set annotator team	455	465	Active ingredient	metoprolol 	consensus set annotator team		518	528	Positive	Qualitative	are likely to increase 	consensus set annotator team
106	Active ingredient	quinidine 	consensus set annotator team	629	638	Active ingredient	metoprolol 	consensus set annotator team		668	678	Positive	Quantitative	tripled the concentration of S-metoprolol and doubled the metoprolol elimination half-life 	consensus set annotator team
106	Active ingredient	propafenone 	consensus set annotator team	844	855	Active ingredient	metoprolol 	consensus set annotator team		893	903	Positive	Quantitative	resulted in two- to five-fold increases in the steady-state concentration of metoprolol 	consensus set annotator team
106	Active ingredient	paroxetine 	consensus set annotator team	467	477	Active ingredient	metoprolol 	consensus set annotator team		518	528	Positive	Qualitative	are likely to increase 	consensus set annotator team
106	Active ingredient	quinidine 	consensus set annotator team	444	453	Active ingredient	metoprolol 	consensus set annotator team		518	528	Positive	Qualitative	are likely to increase 	consensus set annotator team
108	Active ingredient	nifedipine 	consensus set annotator team	476	486	Active ingredient	quinidine 	consensus set annotator team		419	428	Negative	Qualitative	exposure to quinidine was not importantly changed 	consensus set annotator team
108	Active ingredient	quinidine 	consensus set annotator team	130	139	Active ingredient	nifedipine 	consensus set annotator team		168	178	Positive	Quantitative	increased Cmax and AUC of nifedipine in healthy volunteers by factors of 2.30 and 1.37 	consensus set annotator team
109	Active ingredient	diltiazem 	consensus set annotator team	74	83	Active ingredient	nifedipine 	consensus set annotator team		235	245	Positive	Quantitative	Cmax values of nifedipine increased by factors of 2.0 and 1.7 	consensus set annotator team
110	Active ingredient	nifedipine 	consensus set annotator team	166	176	Active ingredient	irbesartan 	consensus set annotator team		194	204	Negative	Qualitative	had no effect on irbesartan pharmacokinetics 	consensus set annotator team
111	Active ingredient	nifedipine 	consensus set annotator team	202	212	Active ingredient	doxazosin 	consensus set annotator team		255	264	Positive	Quantitative	resulted in a decrease in AUC and Cmax of doxazosin to 83% and 86% 	consensus set annotator team
111	Active ingredient	doxazosin 	consensus set annotator team	357	366	Active ingredient	nifedipine 	consensus set annotator team		384	394	Positive	Quantitative	AUC and Cmax of nifedipine were increased by factors of 1.13 and 1.23 	consensus set annotator team
113	Active ingredient	cimetidine 	consensus set annotator team	624	634	Active ingredient	nifedipine 	consensus set annotator team		594	604	Positive	Quantitative	Cmax values of nifedipine in the presence of cimetidine were increased by factors ranging between 1.60 and 2.02 	consensus set annotator team
113	Active ingredient	cimetidine 	consensus set annotator team	417	427	Active ingredient	nifedipine 	consensus set annotator team		465	475	Positive	Quantitative	AUC values of nifedipine in the presence of cimetidine were between 1.52 and 2.01 times those in the absence 	consensus set annotator team
114	Active ingredient	dalfopristin 	consensus set annotator team	211	223	Active ingredient	nifedipine 	consensus set annotator team		228	238	Positive	Quantitative	increased AUC and Cmax for nifedipine by factors of 1.44 and 1.18 	consensus set annotator team
114	Active ingredient	quinupristin 	consensus set annotator team	198	210	Active ingredient	nifedipine 	consensus set annotator team		228	238	Positive	Quantitative	increased AUC and Cmax for nifedipine by factors of 1.44 and 1.18 	consensus set annotator team
115	Active ingredient	phenytoin 	consensus set annotator team	136	145	Active ingredient	nifedipine 	consensus set annotator team		68	78	Positive	Quantitative	lowered the AUC and Cmax of nifedipine by approximately 70% 	consensus set annotator team
116	Active ingredient	rosiglitazone 	consensus set annotator team	36	49	Active ingredient	nifedipine 	consensus set annotator team		139	149	Negative	Qualitative	shown to have no clinically relevant effect on the pharmacokinetics 	consensus set annotator team
118	Drug product	Synercid 	consensus set annotator team	30	38	Active ingredient	nifedipine 	consensus set annotator team		282	292	Positive	Quantitative	Cmax increased by 18% and 14% (median values) and the AUC increased by 44% and 33 	consensus set annotator team
118	Drug product	Synercid 	consensus set annotator team	30	38	Active ingredient	midazolam 	consensus set annotator team		297	306	Positive	Quantitative	Cmax increased by 18% and 14% (median values) and the AUC increased by 44% and 33 	consensus set annotator team
122	Active ingredient	rifampin 	consensus set annotator team	170	178	Active ingredient	rosiglitazone 	consensus set annotator team		204	217	Positive	Qualitative	may decrease the AUC 	consensus set annotator team
122	Active ingredient	gemfibrozil 	consensus set annotator team	87	98	Active ingredient	rosiglitazone 	consensus set annotator team		124	137	Positive	Qualitative	may increase the AUC 	consensus set annotator team
123	Active ingredient	ranitidine 	consensus set annotator team	11699	11709	Active ingredient	rosiglitazone 	consensus set annotator team		11823	11836	Negative	Qualitative	did not alter the pharmacokinetics 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	10706	10713	Active ingredient	glimepiride 	consensus set annotator team		10645	10656	Negative	Quantitative	No clinically significant reductions in glimepiride AUC and Cmax were observed 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	9050	9057	Active ingredient	nifedipine 	consensus set annotator team		9152	9162	Negative	Qualitative	was shown to have no clinically relevant effect 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	9050	9057	Active ingredient	norethindrone 	consensus set annotator team		9210	9223	Negative	Qualitative	was shown to have no clinically relevant effect 	consensus set annotator team
123	Active ingredient	gemfibrozil 	consensus set annotator team	9317	9328	Active ingredient	rosiglitazone 	consensus set annotator team		9379	9392	Positive	Quantitative	increased rosiglitazone AUC by 127% 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	9050	9057	Active ingredient	nifedipine 	consensus set annotator team		9152	9162	Negative	Qualitative	no clinically relevant effect on the pharmacokinetics 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	9050	9057	Active ingredient	ethinyl estradiol 	consensus set annotator team		9188	9205	Negative	Qualitative	no clinically relevant effect on the pharmacokinetics 	consensus set annotator team
123	Active ingredient	metformin 	consensus set annotator team	10842	10851	Drug product	AVANDIA 	consensus set annotator team		10811	10818	Negative	Qualitative	had no effect on the steady-state pharmacokinetics 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	10811	10818	Active ingredient	metformin 	consensus set annotator team		10842	10851	Negative	Qualitative	had no effect on the steady-state pharmacokinetics 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	11391	11398	Active ingredient	warfarin 	consensus set annotator team		11473	11481	Negative	Qualitative	had no clinically relevant effect on the steady-state pharmacokinetics 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	11219	11226	Active ingredient	digoxin 	consensus set annotator team		11308	11315	Negative	Qualitative	did not alter the steady-state pharmacokinetics 	consensus set annotator team
123	Active ingredient	acarbose 	consensus set annotator team	11026	11034	Drug product	AVANDIA 	consensus set annotator team		11178	11185	Negative	Qualitative	had no clinically relevant effect on the pharmacokinetics 	consensus set annotator team
123	Active ingredient	glimepiride 	consensus set annotator team	10478	10489	Drug product	AVANDIA 	consensus set annotator team		10596	10603	Negative	Qualitative	had no clinically significant effect on the steady-state pharmacokinetics of AVANDIA 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	10434	10441	Active ingredient	glyburide 	consensus set annotator team		10362	10371	Positive	Qualitative	AUC and Cmax slightly increased 	consensus set annotator team
123	Drug product	AVANDIA 	consensus set annotator team	10201	10208	Active ingredient	glyburide 	consensus set annotator team		10295	10304	Positive	Quantitative	decrease in glyburide AUC and Cmax of approximately 30% 	consensus set annotator team
123	Active ingredient	Rifampin 	consensus set annotator team	9731	9739	Active ingredient	rosiglitazone 	consensus set annotator team		9833	9846	Positive	Quantitative	decrease rosiglitazone AUC by 66% 	consensus set annotator team
124	Active ingredient	propranolol 	consensus set annotator team	78	89	Active ingredient	propafenone 	consensus set annotator team		11	22	Positive	Quantitative	The AUC of propafenone is increased by more than 200% 	consensus set annotator team
125	Active ingredient	quinidine 	consensus set annotator team	65	74	Active ingredient	propranolol 	consensus set annotator team		18	29	Positive	Qualitative	metabolism of propranolol is reduced 	consensus set annotator team
126	Active ingredient	propranolol 	consensus set annotator team	104	115	Active ingredient	nifedipine 	consensus set annotator team		25	35	Positive	Quantitative	Cmax and AUC of nifedipine are increased by 64% and 79% 	consensus set annotator team
127	Active ingredient	Verapamil 	consensus set annotator team	80	89	Active ingredient	propranolol 	consensus set annotator team		130	141	Negative	Qualitative	does not affect the pharmacokinetics 	consensus set annotator team
127	Active ingredient	Propranolol 	consensus set annotator team	0	11	Active ingredient	verapamil 	consensus set annotator team		52	61	Negative	Qualitative	does not affect the pharmacokinetics 	consensus set annotator team
127	Active ingredient	Propranolol 	consensus set annotator team	0	11	Metabolite	norverapamil 	consensus set annotator team	verapamil 	66	78	Negative	Qualitative	does not affect the pharmacokinetics 	consensus set annotator team
128	Active ingredient	Diazepam 	consensus set annotator team	123	131	Active ingredient	propranolol 	consensus set annotator team		171	182	Negative	Qualitative	does not alter the pharmacokinetics 	consensus set annotator team
128	Active ingredient	Propranolol 	consensus set annotator team	0	11	Active ingredient	diazepam 	consensus set annotator team		42	50	Positive	Qualitative	can inhibit the metabolism 	consensus set annotator team
129	Active ingredient	aluminum hydroxide 	consensus set annotator team	171	189	Active ingredient	propranolol 	consensus set annotator team		232	243	Positive	Qualitative	decrease in propranolol concentrations 	consensus set annotator team
129	Active ingredient	cimetidine 	consensus set annotator team	38	48	Active ingredient	propranolol 	consensus set annotator team		21	32	Positive	Quantitative	increased propranolol AUC and Cmax by 46% and 35% 	consensus set annotator team
130	Active ingredient	metoclopramide 	consensus set annotator team	21	35	Active ingredient	propranolol 	consensus set annotator team		57	68	Negative	Qualitative	did not have a significant effect on propranolol�s pharmacokinetics 	consensus set annotator team
131	Active ingredient	colestipol 	consensus set annotator team	39	49	Active ingredient	propranolol 	consensus set annotator team		55	66	Positive	Quantitative	50% decrease in propranolol concentrations 	consensus set annotator team
131	Active ingredient	cholestyramine 	consensus set annotator team	21	35	Active ingredient	propranolol 	consensus set annotator team		55	66	Positive	Quantitative	50% decrease in propranolol concentrations 	consensus set annotator team
132	Active ingredient	propranolol 	consensus set annotator team	21	32	Active ingredient	lovastatin 	consensus set annotator team		38	48	Positive	Quantitative	decreased 18% to 23% the AUC 	consensus set annotator team
132	Active ingredient	propranolol 	consensus set annotator team	21	32	Active ingredient	pravastatin 	consensus set annotator team		52	63	Positive	Quantitative	decreased 18% to 23% the AUC 	consensus set annotator team
132	Active ingredient	Propranolol 	consensus set annotator team	145	156	Active ingredient	fluvastatin 	consensus set annotator team		207	218	Negative	Qualitative	not have an effect on the pharmacokinetics 	consensus set annotator team
133	Active ingredient	propranolol 	consensus set annotator team	33	44	Active ingredient	thioridazine 	consensus set annotator team		112	124	Positive	Quantitative	increased thioridazine plasma concentrations ranging from 55% to 369% 	consensus set annotator team
133	Active ingredient	propranolol 	consensus set annotator team	33	44	Metabolite	mesoridazine 	consensus set annotator team	thioridazine 	211	223	Positive	Quantitative	increased thioridazine metabolite (mesoridazine) concentrations ranging from 33% to 209% 	consensus set annotator team
134	Active ingredient	chlorpromazine 	consensus set annotator team	21	35	Active ingredient	propranolol 	consensus set annotator team		41	52	Positive	Quantitative	resulted in a 70% increase in propranolol plasma level 	consensus set annotator team
136	Active ingredient	ritonavir 	consensus set annotator team	263	272	Active ingredient	trazodone 	consensus set annotator team		347	356	Positive	Quantitative	Cmax of trazodone increased by 34%, the AUC increased 2.4 fold, the half-life increased by 2.2 fold, and the clearance decreased by 52% 	consensus set annotator team
136	Active ingredient	indinavir 	consensus set annotator team	209	218	Active ingredient	trazodone 	consensus set annotator team		117	126	Positive	Qualitative	can be inhibited 	consensus set annotator team
136	Active ingredient	ritonavir 	consensus set annotator team	194	203	Active ingredient	trazodone 	consensus set annotator team		117	126	Positive	Qualitative	can be inhibited 	consensus set annotator team
137	Active ingredient	carbamazepine 	consensus set annotator team	124	137	Active ingredient	trazodone 	consensus set annotator team		171	180	Positive	Quantitative	reduced plasma concentrations of trazodone (as well as mCPP) by 76 and 60%, respectively 	consensus set annotator team
137	Active ingredient	carbamazepine 	consensus set annotator team	124	137	Metabolite	mCPP 	consensus set annotator team	trazodone 	193	197	Positive	Quantitative	reduced plasma concentrations of trazodone (as well as mCPP) by 76 and 60%, respectively 	consensus set annotator team
139	Active ingredient	ketoconazole 	consensus set annotator team	1638	1650	Active ingredient	fexofenadine 	consensus set annotator team		1693	1705	Positive	Qualitative	enhances fexofenadine gastrointestinal absorption 	consensus set annotator team
139	Active ingredient	erythromycin 	consensus set annotator team	1654	1666	Active ingredient	fexofenadine 	consensus set annotator team		1693	1705	Positive	Qualitative	enhances fexofenadine gastrointestinal absorption 	consensus set annotator team
139	Active ingredient	ketoconazole 	consensus set annotator team	619	631	Active ingredient	fexofenadine 	consensus set annotator team		690	702	Positive	Qualitative	increased plasma concentrations 	consensus set annotator team
139	Active ingredient	erythromycin 	consensus set annotator team	635	647	Active ingredient	fexofenadine 	consensus set annotator team		690	702	Positive	Qualitative	increased plasma concentrations 	consensus set annotator team
139	Active ingredient	Fexofenadine 	consensus set annotator team	730	742	Active ingredient	erythromycin 	consensus set annotator team		791	803	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
139	Active ingredient	erythromycin 	consensus set annotator team	635	647	Active ingredient	fexofenadine 	consensus set annotator team		580	592	Positive	Qualitative	increased plasma concentrations 	consensus set annotator team
139	Active ingredient	aluminum 	consensus set annotator team	273	281	Active ingredient	fexofenadine 	consensus set annotator team		202	214	Positive	Quantitative	decreased fexofenadine AUC by 41% and Cmax by 43% 	consensus set annotator team
139	Active ingredient	Fexofenadine 	consensus set annotator team	730	742	Active ingredient	ketoconazole 	consensus set annotator team		807	819	Negative	Qualitative	had no effect on the pharmacokinetics 	consensus set annotator team
139	Active ingredient	magnesium 	consensus set annotator team	286	295	Active ingredient	fexofenadine 	consensus set annotator team		202	214	Positive	Quantitative	decreased fexofenadine AUC by 41% and Cmax by 43% 	consensus set annotator team
141	Active ingredient	cimetidine 	consensus set annotator team	251	261	Active ingredient	amlodipine 	consensus set annotator team		226	236	Negative	Qualitative	did not alter the pharmacokinetics 	consensus set annotator team
141	Active ingredient	amlodipine 	consensus set annotator team	1473	1483	Active ingredient	ethanol 	consensus set annotator team		1546	1553	Negative	Qualitative	no significant effect 	consensus set annotator team
141	Active ingredient	amlodipine 	consensus set annotator team	1590	1600	Active ingredient	warfarin 	consensus set annotator team		1615	1623	Negative	Qualitative	did not change 	consensus set annotator team
141	Active ingredient	aluminum 	consensus set annotator team	608	616	Active ingredient	amlodipine 	consensus set annotator team		657	667	Negative	Qualitative	had no significant effect on the pharmacokinetics 	consensus set annotator team
141	Active ingredient	magnesium 	consensus set annotator team	594	603	Active ingredient	amlodipine 	consensus set annotator team		657	667	Negative	Qualitative	had no significant effect on the pharmacokinetics 	consensus set annotator team
141	Active ingredient	amlodipine 	consensus set annotator team	1296	1306	Active ingredient	digoxin 	consensus set annotator team		1321	1328	Negative	Qualitative	did not change 	consensus set annotator team
141	Active ingredient	sildenafil 	consensus set annotator team	792	802	Active ingredient	amlodipine 	consensus set annotator team		894	904	Negative	Qualitative	had no effect on the pharmacokinetic parameters 	consensus set annotator team
141	Active ingredient	amlodipine 	consensus set annotator team	1117	1127	Active ingredient	atorvastatin 	consensus set annotator team		1151	1163	Negative	Qualitative	no significant change in the steady-state pharmacokinetic parameters 	consensus set annotator team
145	Active ingredient	valproate 	consensus set annotator team	73	82	Drug product	Felbatol 	consensus set annotator team		103	111	Negative	Qualitative	no significant effect of valproate on the clearance 	consensus set annotator team
145	Active ingredient	valproate 	consensus set annotator team	157	166	Active ingredient	felbamate 	consensus set annotator team		236	245	Positive	Qualitative	not expected to cause a clinically important effect on Felbatolﾫ (felbamate) plasma concentrations 	consensus set annotator team
146	Active ingredient	Felbamate 	consensus set annotator team	370	379	Active ingredient	gestodene 	consensus set annotator team		424	433	Positive	Quantitative	42% decrease in the gestodene AUC 0-24 	consensus set annotator team
146	Active ingredient	Felbamate 	consensus set annotator team	370	379	Active ingredient	estradiol 	consensus set annotator team		536	545	Negative	Qualitative	no clinically relevant effect was observed on the pharmacokinetic parameters 	consensus set annotator team
147	Drug product	Felbatol 	consensus set annotator team	11	19	Active ingredient	phenytoin 	consensus set annotator team		56	65	Positive	Quantitative	increased the steady-state phenytoin Cmin to 25?7 micrograms/mL 	consensus set annotator team
147	Active ingredient	felbamate 	consensus set annotator team	362	371	Active ingredient	phenytoin 	consensus set annotator team		444	453	Positive	Quantitative	increased the steady-state phenytoin Cmin to 25?7 micrograms/mL 	consensus set annotator team
148	Drug product	Felbatol 	consensus set annotator team	15	23	Active ingredient	carbamazepine 	consensus set annotator team		63	76	Positive	Qualitative	decrease in the steady-state carbamazepine plasma concentrations 	consensus set annotator team
148	Drug product	Felbatol 	consensus set annotator team	15	23	Metabolite	carbamazepine epoxide 	consensus set annotator team	carbamazepine 	135	156	Positive	Qualitative	increase in the steady-state carbamazepine epoxide plasma concentration 	consensus set annotator team
148	Active ingredient	felbamate 	consensus set annotator team	609	618	Metabolite	Carbamazepine epoxide 	consensus set annotator team	carbamazepine 	481	502	Positive	Quantitative	Cmin concentrations increased 57 	consensus set annotator team
148	Active ingredient	felbamate 	consensus set annotator team	411	420	Active ingredient	carbamazepine 	consensus set annotator team		339	352	Positive	Quantitative	Cmin decreased 31% 	consensus set annotator team
149	Drug product	Felbatol 	consensus set annotator team	11	19	Active ingredient	valproate 	consensus set annotator team		56	65	Positive	Qualitative	increase in steady-state valproate concentrations 	consensus set annotator team
149	Drug product	Felbatol 	consensus set annotator team	881	889	Active ingredient	valproate 	consensus set annotator team		819	828	Negative	Qualitative	protein binding of valproate did not change 	consensus set annotator team
149	Active ingredient	felbamate 	consensus set annotator team	341	350	Active ingredient	valproate 	consensus set annotator team		398	407	Positive	Quantitative	increased the steady-state valproate Cmin to 96?25 micrograms/mL 	consensus set annotator team
150	Active ingredient	felbamate 	consensus set annotator team	35	44	Active ingredient	phenobarbital 	consensus set annotator team		50	63	Negative	Qualitative	increase in phenobarbital plasma concentrations 	consensus set annotator team
150	Active ingredient	felbamate 	consensus set annotator team	359	368	Active ingredient	phenobarbital 	consensus set annotator team		219	232	Positive	Quantitative	Cmin concentration increased to 17.8 micrograms/mL 	consensus set annotator team
151	Active ingredient	phenytoin 	consensus set annotator team	142	151	Drug product	Felbatol 	consensus set annotator team		232	240	Positive	Quantitative	45% decrease in the steady-state trough concentrations 	consensus set annotator team
151	Active ingredient	Phenytoin 	consensus set annotator team	11	20	Active ingredient	felbamate 	consensus set annotator team		83	92	Positive	Quantitative	causes an approximate doubling of the clearance 	consensus set annotator team
152	Active ingredient	carbamazepine 	consensus set annotator team	142	155	Drug product	Felbatol 	consensus set annotator team		240	248	Positive	Quantitative	40% decrease in the steady-state trough concentrations 	consensus set annotator team
152	Active ingredient	Carbamazepine 	consensus set annotator team	15	28	Drug product	Felbatol 	consensus set annotator team		84	92	Positive	Quantitative	causes an approximate 50% increase in the clearance 	consensus set annotator team
155	Active ingredient	ritonavir 	consensus set annotator team	8627	8636	Active ingredient	sildenafil 	consensus set annotator team		8770	8780	Positive	Quantitative	resulted in a 300% (4-fold) increase in sildenafil Cmax 	consensus set annotator team
155	Active ingredient	Sildenafil 	consensus set annotator team	12437	12447	Active ingredient	levonorgestrel 	consensus set annotator team		12536	12550	Negative	Qualitative	had no impact on the plasma levels 	consensus set annotator team
155	Active ingredient	Sildenafil 	consensus set annotator team	12437	12447	Active ingredient	ethinyl estradiol 	consensus set annotator team		12507	12524	Negative	Qualitative	had no impact on the plasma levels 	consensus set annotator team
155	Active ingredient	magnesium hydroxide 	consensus set annotator team	12777	12796	Active ingredient	sildenafil 	consensus set annotator team		12855	12865	Negative	Qualitative	did not affect the bioavailability 	consensus set annotator team
155	Active ingredient	levonorgestrel 	consensus set annotator team	12362	12376	Active ingredient	sildenafil 	consensus set annotator team		12425	12435	Negative	Qualitative	did not affect the pharmacokinetics 	consensus set annotator team
155	Active ingredient	sildenafil 	consensus set annotator team	11970	11980	Active ingredient	ritonavir 	consensus set annotator team		12085	12094	Negative	Qualitative	did not affect the steady-state pharmacokinetics 	consensus set annotator team
155	Active ingredient	sildenafil 	consensus set annotator team	11970	11980	Active ingredient	saquinavir 	consensus set annotator team		12070	12080	Negative	Qualitative	did not affect the steady-state pharmacokinetics 	consensus set annotator team
155	Active ingredient	aluminum hydroxide 	consensus set annotator team	12797	12815	Active ingredient	sildenafil 	consensus set annotator team		12855	12865	Negative	Qualitative	did not affect the bioavailability 	consensus set annotator team
155	Active ingredient	sildenafil 	consensus set annotator team	12630	12640	Active ingredient	atorvastatin 	consensus set annotator team		12727	12739	Negative	Qualitative	did not alter the pharmacokinetics of either sildenafil 	consensus set annotator team
155	Active ingredient	atorvastatin 	consensus set annotator team	12655	12667	Active ingredient	sildenafil 	consensus set annotator team		12713	12723	Negative	Qualitative	did not alter the pharmacokinetics of either sildenafil 	consensus set annotator team
155	Active ingredient	ethinyl estradiol 	consensus set annotator team	12333	12350	Active ingredient	sildenafil 	consensus set annotator team		12425	12435	Negative	Qualitative	did not affect the pharmacokinetics 	consensus set annotator team
155	Active ingredient	sildenafil 	consensus set annotator team	10714	10724	Active ingredient	bosentan 	consensus set annotator team		11010	11018	Positive	Quantitative	50% increase in AUC of bosentan 	consensus set annotator team
155	Active ingredient	bosentan 	consensus set annotator team	10758	10766	Active ingredient	sildenafil 	consensus set annotator team		10938	10948	Positive	Quantitative	55% decrease in sildenafil Cmax 	consensus set annotator team
155	Active ingredient	bosentan 	consensus set annotator team	10758	10766	Active ingredient	sildenafil 	consensus set annotator team		10901	10911	Positive	Quantitative	63% decrease of sildenafil AUC 	consensus set annotator team
155	Active ingredient	epoprostenol 	consensus set annotator team	11364	11376	Active ingredient	sildenafil 	consensus set annotator team		11297	11307	Positive	Quantitative	22% lower mean average steady state concentrations 	consensus set annotator team
155	Active ingredient	saquinavir 	consensus set annotator team	10265	10275	Active ingredient	sildenafil 	consensus set annotator team		10394	10404	Positive	Quantitative	resulted in a 140% increase in sildenafil Cmax and a 210% increase in sildenafil AUC 	consensus set annotator team
155	Active ingredient	saquinavir 	consensus set annotator team	10265	10275	Active ingredient	sildenafil 	consensus set annotator team		10433	10443	Positive	Quantitative	210% increase in sildenafil AUC 	consensus set annotator team
155	Active ingredient	ritonavir 	consensus set annotator team	8627	8636	Active ingredient	sildenafil 	consensus set annotator team		8820	8830	Positive	Quantitative	1000% (11-fold) increase in sildenafil plasma AUC 	consensus set annotator team
155	Active ingredient	saquinavir 	consensus set annotator team	9146	9156	Active ingredient	sildenafil 	consensus set annotator team		9238	9248	Positive	Qualitative	expected to increase sildenafil levels 	consensus set annotator team
155	Active ingredient	erythromycin 	consensus set annotator team	10033	10045	Active ingredient	sildenafil 	consensus set annotator team		10136	10146	Positive	Quantitative	182% increase in sildenafil systemic exposure (AUC 	consensus set annotator team
155	Active ingredient	Cimetidine 	consensus set annotator team	9791	9801	Active ingredient	sildenafil 	consensus set annotator team		9873	9883	Positive	Quantitative	caused a 56% increase in plasma sildenafil concentrations 	consensus set annotator team
156	Active ingredient	irbesartan 	consensus set annotator team	160	170	Active ingredient	aliskiren 	consensus set annotator team		179	188	Positive	Quantitative	reduced aliskiren Cmax up to 50 	consensus set annotator team
156	Active ingredient	itraconazole 	consensus set annotator team	940	952	Active ingredient	aliskiren 	consensus set annotator team		965	974	Positive	Quantitative	resulted in approximately 5.8-fold increase in Cmax and 6.5-fold increase in AUC 	consensus set annotator team
156	Active ingredient	furosemide 	consensus set annotator team	1680	1690	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	atenolol 	consensus set annotator team	1660	1668	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	warfarin 	consensus set annotator team	1670	1678	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	celecoxib 	consensus set annotator team	1701	1710	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	digoxin 	consensus set annotator team	1692	1699	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	ramipril 	consensus set annotator team	1733	1741	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	valsartan 	consensus set annotator team	1743	1752	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	hydrochlorothiazide 	consensus set annotator team	1712	1731	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	amlodipine 	consensus set annotator team	1768	1778	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	metformin 	consensus set annotator team	1754	1763	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	ketoconazole 	consensus set annotator team	692	704	Active ingredient	aliskiren 	consensus set annotator team		710	719	Positive	Quantitative	80% increase in plasma levels of aliskiren 	consensus set annotator team
156	Active ingredient	verapamil 	consensus set annotator team	1430	1439	Active ingredient	aliskiren 	consensus set annotator team		1452	1461	Positive	Quantitative	2-fold increase in Cmax and AUC 	consensus set annotator team
156	Active ingredient	cyclosporine 	consensus set annotator team	1190	1202	Active ingredient	aliskiren 	consensus set annotator team		1214	1223	Positive	Quantitative	2.5-fold increase in Cmax and 5-fold increase in AUC 	consensus set annotator team
156	Active ingredient	lovastatin 	consensus set annotator team	1648	1658	Active ingredient	aliskiren 	consensus set annotator team		1833	1842	Negative	Qualitative	did not result in clinically significant increases in aliskiren exposure 	consensus set annotator team
156	Active ingredient	aliskiren 	consensus set annotator team	2306	2315	Active ingredient	ramipril 	consensus set annotator team		2459	2467	Negative	Qualitative	did not significantly affect the pharmacokinetics 	consensus set annotator team
156	Active ingredient	aliskiren 	consensus set annotator team	2306	2315	Active ingredient	hydrochlorothiazide 	consensus set annotator team		2471	2490	Negative	Qualitative	did not significantly affect the pharmacokinetics 	consensus set annotator team
